Description,Category,Available Qty,Cost,Whole Sale Price,Price,Alt Price 1,Alt Price 2,Sold,Number
THROTTLE CABLE PCX 150,PANTRA,9,,65,150,,,,1
THROTTLE CABLE SNIPER 150,PANTRA,3,,65,150,,,,2
THROTTLE CABLE RFI/CARB 150,PANTRA,2,,65,150,,,,3
THROTTLE CABLE NMAX,PANTRA,4,,65,150,,,,4
THROTTLE CABLE M3,PANTRA,4,,65,150,,,,5
THROTTLE CABLE SPORTY,PANTRA,9,,65,150,,,,6
THROTTLE CABLE HONDA RS,PANTRA,2,,280,450,,,,7
THROTTLE CABLE WAVE 100,PANTRA,13,,65,150,,,,8
THROTTLE CABLE XRM 125,PANTRA,9,,65,150,,,,9
THROTTLE CABLE XRM 110,PANTRA,11,,65,150,,,,10
THROTTLE CABLE WAVE 125,PANTRA,9,,,150,,,,11
THROTTLE CABLE TMX 125,PANTRA,16,,,150,,,,12
 THROTTLE CABLE TMX 155,PANTRA,13,,,150,,,,13
THROTTLE CABLE BARAKO,PANTRA,18,,,150,,,,14
THROTTLE CABLE CLICK 125,PANTRA,2,,,150,,,,15
CLUTCH CABLE RAIDER CARB,PANTRA,2,,,150,,,,17
CLUTCH CABLE TMX 155,PANTRA,6,,,150,,,,18
CLUTCH CABLE BARAKO,PANTRA,8,,,150,,,,19
CLUTCH CABLE TMX 125,PANTRA,23,,,150,,,,20
CLUTCH CABLE  ROUSER135,PANTRA,1,,,150,,,,21
SPEED CABLE CT100,PANTRA,2,,,150,,,,22
SPEED CABLE  M3,PANTRA,3,,,150,,,,23
SPEED CABLE  BARAKO 175,PANTRA,2,,,150,,,,24
SPEED CABLE  RUSI 125,PANTRA,1,,,150,,,,25
BRAKE CABLE CLICK 125,PANTRA,1,,,150,,,,26
BRAKE CABLE  BEAT,PANTRA,5,,,150,,,,27
BRAKE CABLE  M3,PANTRA,3,,,150,,,,28
BRAKE CABLE  SKYDRIVE 125,PANTRA,5,,,150,,,,29
BRAKE CABLE  TMX SUPREMO,PANTRA,9,,,150,,,,30
BRAKE CABLE  TMX 155,PANTRA,11,,,150,,,,31
BRAKE CABLE  TMX 125,PANTRA,6,,,150,,,,32
BRAKE CABLE  BARAKO,PANTRA,11,,,150,,,,33
FLASHER ASSY UNIVERSAL,PANTRA,13,,85,250,,,,34
FLASHER ASSY  TMX ALPHA,PANTRA,5,,85,250,,,,35
 HEADLIGHT SOCKET TMX ALPHA,PANTRA,16,,,150,,,,36
BRAKE SWITCH FRONT TMX,PANTRA,20,,30,80,,,,37
SIGNAL AND PARKLIGHT BULB,PANTRA,13,,8,25,,,,38
TMX ALPHA REGULATOR,PANTRA,12,,250,550,,,,39
REGULATOR MIO SPORTY,PANTRA,10,,250,550,,,,40
REGULATOR TMX 155,PANTRA,1,,250,550,,,,41
REGULATOR XRM 110,PANTRA,5,,250,550,,,,42
XRM 110 XRM 110,PANTRA,1,,250,550,,,,43
REGULATOR SNIPER 155,PANTRA,1,,250,550,,,,44
REGULATOR MIO M3,PANTRA,2,,250,550,,,,45
REGULATOR NMAX,PANTRA,2,,480,750,,,,46
BENDIX ASSY MIO,PANTRA,5,,320,550,,,,47
STARTER RELAY MIO SPORTY,PANTRA,4,,220,550,,,,48
LEFT AND RIGHT  SWITCH ASSY,PANTRA,2,,550,850,,,,49
TOP HEAD GASKET RUBBER,PANTRA,13,,70,150,,,,50
HORN HARNESS ASSY,PANTRA,7,,80,180,,,,51
DOMINO SWITCH,PANTRA,10,,80,180,,,,52
UNIVERSAL CARBORATOR MANIFOLD,PANTRA,10,,110,250,,,,53
RAM AIR NMAX V2,PANTRA,13,,250,750,,,,54
RAM AIR  PCX,PANTRA,5,,250,750,,,,55
RAM AIR  AEROX V1,PANTRA,4,,250,750,,,,56
RAM AIR  CLICK 160,PANTRA,1,,250,750,,,,57
LDX HANDLE GRIP,PANTRA,5,,110,250,,,,58
TRC BRAKE LINE 210 CM,PANTRA,6,,,980,,,,59
TRC BRAKE LINE 170 CM,PANTRA,,,,780,,,,60
EARL HOSE 36/90,PANTRA,3,,219,380,,,,61
EARL HOSE  22/55,PANTRA,3,,219,380,,,,62
JRP BRAKE KIT  26/90,PANTRA,2,,1550,2200,,,,63
OVERHAULING GASKET TMX 155,PANTRA,13,,80,180,,,,64
OVERHAULING GASKET  SUPREMO,PANTRA,2,,80,180,,,,65
OVERHAULING GASKET  BARAKO,PANTRA,4,,80,180,,,,66
OVERHAULING GASKET  TMX 125,PANTRA,5,,80,180,,,,67
OVERHAULING GASKET  BAJAJ CT100,PANTRA,3,,80,180,,,,68
OIL SEAL HEAD GASKET WAVE 125,PANTRA,5,,180,350,,,,69
TOP OVERHAULING GASKET BARAKO 175,PANTRA,10,,180,180,,,,70
TOP OVERHAULING GASKET  CG 125,PANTRA,2,,80,150,,,,71
TOP OVERHAULING GASKET TMX 155,PANTRA,3,,80,180,,,,72
 CYLINDER PACKING GY6,PANTRA,5,,80,180,,,,73
 CYLINDER PACKING RAIDER CARB,PANTRA,4,,80,180,,,,74
BALL RACE CT 100,PANTRA,5,,250,450,,,,75
BALL RACE Wave 100,PANTRA,2,,250,450,,,,76
BALL RACE XRM,PANTRA,3,,250,450,,,,77
BALL RACE MIO SPORTY,PANTRA,4,,250,450,,,,78
BALL RACE TMX,PANTRA,1,,250,450,,,,79
BALL RACE BARAKO,PANTRA,2,,250,450,,,,80
EXHAUST GASKET,PANTRA,38,,250,150,,,,81
XRM 110 OVERHAULING GASKET,PANTRA,10,,80,180,,,,82
WAVE 110 OVERHAULING GASKET,PANTRA,10,,80,150,,,,83
OVERHAULING GASKET TMX 155,PANTRA,10,,80,150,,,,84
OVERHAULING GASKET CT 100,PANTRA,5,,,150,,,,85
MISHIBA SPROCKET SET,PANTRA,5,,210,380,,,,86
CK SPROCKET SET SET XR 150,PANTRA,2,,950,1500,,,,87
TIGER SPROCKET SET XRM 125 FI,PANTRA,4,,870,1250,,,,88
OKM RACING GOLD SPROCKET SET WAVE 100 XRM 125,PANTRA,7,,870,1150,,,,89
LAZX SPROCKET BARAKO SET,PANTRA,5,,870,1250,,,,90
LAZX SPROCKET SET SMASH 110,PANTRA,3,,870,1150,,,,91
MISHIBA CHAIN SET WAVE 125,PANTRA,9,,910,1250,,,,92
MISHIBA CHAIN SET  TMX,PANTRA,1,,910,1150,,,,93
GOLD CHAIN SET TMX,PANTRA,1,,910,1150,,,,94
OSAKI CHAINSET RAIDER 150,PANTRA,1,,910,1450,,,,95
MUTARRU GOLD CHAIN  RAIDER 150,PANTRA,5,,1150,1850,,,,96
MUTARRU GOLD CHAIN SNIPER 150,PANTRA,4,,1150,1850,,,,97
JONTHAI GOLD CHAIN SNIPER 150,PANTRA,8,,1150,1550,,,,98
PERFECT POWER R15 CHAINSET,PANTRA,2,,1650,1900,,,,99
PERFECT POWER MT15 CHAINSET,PANTRA,2,,1650,1900,,,,100
PERFECT POWER M 15 CHAINSET,PANTRA,2,,1650,1900,,,,101
MITSO TMX SUPREMO  CHAINSET,PANTRA,5,,850,1250,,,,102
RK-M CHAIN,PANTRA,3,,380,550,,,,103
MITSU 120L 428,PANTRA,3,,,350,,,,104
MAKOTO 130L 428,PANTRA,1,,,350,,,,105
MISHIBA 110L 428,PANTRA,11,,180,380,,,,106
"MAKOTO BRAKE SHOE HD3, HDX, WIND 125",PANTRA,8,,,220,,,,107
YAMAKOTO BRAKE SHOE TMX FRONT,PANTRA,25,,,200,,,,108
"MISHIBA BRAKE SHOE RS100, HD3",PANTRA,3,,,180,,,,109
SUNBEN BRAKE SHOE TMX FRONT,PANTRA,10,,,180,,,,110
RZ BRAKE SHOE RS,PANTRA,3,,,180,,,,111
MTR BRAKE SHOE SKYDRIVE,PANTRA,5,,,200,,,,112
MEHOL BRAKE SHOE CB 125,PANTRA,6,,,180,,,,113
"OTAKA BRAKE SHOE TMX 125, CB110, XR150",PANTRA,8,,,220,,,,114
"MAKOTO BRAKE SHOE BEAT 110, SUPREMO, CLICK 160",PANTRA,10,,,180,,,,115
SPEED POWER BRAKE SHOE TMX 155 REAR,PANTRA,2,,,180,,,,116
"MK BRAKE SHOE C100, WAVE 100, WAVE 110",PANTRA,3,,,180,,,,117
YAMAKOTO BRAKE SHOE TMX FRONT,PANTRA,1,,,180,,,,118
PMK BRAKE SHOE TMX 155 REAR,PANTRA,6,,,180,,,,119
GRS BRAKE SHOE BARAKO,PANTRA,1,,,180,,,,120
YAMAHA M3 BRAKE SHOE,PANTRA,5,,,350,,,,121
"HONDA BRAKE SHOE GENUINE CLICK, BEAT",PANTRA,5,,,350,,,,122
VGT DISC PAD PCX/ADV REAR,PANTRA,41,,,250,,,,123
VGT DISK PAD ADV FRONT,PANTRA,41,,,250,,,,124
VGT DISK PAD SNIPER FRONT,PANTRA,29,,,250,,,,125
VGT DISC PAD RAIDER 150 REAR,PANTRA,45,,,250,,,,126
VGT DISC PAD RAIDER 150 FRONT,PANTRA,13,,,250,,,,127
VGT DISC PAD WAVE 125 FRONT,PANTRA,45,,,250,,,,128
VGT DISC PAD R150i REAR,PANTRA,8,,,250,,,,129
VGT DISC PAD XRM TRINITY,PANTRA,18,,,250,,,,130
VGT DISC PAD BEAT FRONT,PANTRA,42,,,250,,,,131
TTGR BRAKE SHOE SKYDRIVE,PANTRA,1,,,250,,,,132
YAMAHA DISC PAD GENUINE XMAX,PANTRA,4,,,750,,,,133
RS8 FORCE DISC PAD R150 FRONT,PANTRA,7,,,260,,,,134
RS8 FORCE DISC PAD RAIDER OLD FRONT,PANTRA,10,,,260,,,,135
RS8 FORCE DISC PAD CLICK 150,PANTRA,4,,,260,,,,136
BENDIX DISC PAD HONDA BEAT/200MGR,PANTRA,6,,,350,,,,137
BENDIX DISC PAD MIO SOUL I 125,PANTRA,4,,,350,,,,138
HONDA GENUINE DISC PAD CLICK 125,PANTRA,12,,,350,,,,139
HONDA GENUINE DISC PAD PCX/ADV,PANTRA,13,,,350,,,,140
UNIQUE PERFORMANCE DISC PAD BRASS Rfi FRONT,PANTRA,6,,,380,,,,141
SLIDER PIECE GY6,PANTRA,9,,,150,,,,142
SLIDER PIECE YAMAHA GENUINE MIO,PANTRA,8,,,150,,,,143
SGP VALVE GUIDE SMASH 110,PANTRA,2,,,220,,,,144
JAPAN VALVE GUIDE XRM 110,PANTRA,1,,,220,,,,145
YAMAHA GENUINE BENDIX KIT MIO,PANTRA,3,,,150,,,,146
JAPAN BENDIX KIT XRM 110,PANTRA,5,,,220,,,,147
DYNO PRO RACING MANUAL CAM CHAIN TENSIONEL AEROX/NMAX,PANTRA,5,,,150,,,,148
DYNO PRO RACING MANUAL CAM CHAIN TENSIONEL RAIDER J/SHOGUN,PANTRA,1,,,150,,,,149
DYNO PRO RACING MANUAL CAM CHAIN TENSIONEL WAVE 125/GY6,PANTRA,3,,,150,,,,150
RS8 PERFORMANCE CVT LOCKING NUT NMAX/AEROX/M3,PANTRA,12,,,150,,,,151
HONDA GENUINE ROLLER COMP CAM CHAIN GUIDE WAVE,PANTRA,8,,,220,,,,152
HERO ABS SENSOR DISC PCX,PANTRA,1,,,350,,,,153
HERO ABS SENSOR DISC AEROX,PANTRA,1,,,350,,,,154
TTGR SIDE STAND SWITCH PCX 160,PANTRA,2,,,350,,,,155
TTGR SIDE STAND SWITCH NMAX,PANTRA,2,,,350,,,,156
TTGR SIDE STAND SWITCH CLICK 125/150,PANTRA,2,,,350,,,,157
TTGR SIDE STAND SWITCH MIO I 125/M3,PANTRA,2,,,350,,,,158
TTGR SIDE STAND SWITCH ADV/PCX,PANTRA,2,,,350,,,,159
TGO TAKASAGO STOCK PIPE TMX 155,PANTRA,5,,,1850,,,,160
TGO TAKASAGO STOCK PIPE WAVE 125,PANTRA,3,,,1850,,,,161
TGO TAKASAGO STOCK PIPE WAVE 100,PANTRA,1,,,1850,,,,162
STOCK PIPE XRM 110,PANTRA,1,,,1850,,,,163
STOCK PIPE XRM 125,PANTRA,2,,,1850,,,,164
STOCK PIPE SMASH 110,PANTRA,3,,,1850,,,,165
BARAKO CHICKEN PIPE,PANTRA,2,,,1850,,,,166
YAMAHA GENUINE TORQUE DRIVE NUT 2DP,GENUINE PARTS,5,,,200,,,,167
HONDA GENUINE TORQUE DRIVE NUT CLICK,GENUINE PARTS,4,,,200,,,,168
YAMAHA GENUINE MAGNETO OIL SEAL (5MX1) 93102-19800,GENUINE PARTS,5,,,200,,,,169
YAMAHA GENUINE MAGNETO OIL SEAL M3 2PH-E7641-00,GENUINE PARTS,5,,,200,,,,170
YAMAHA GENUINE OIL SEAL NMAX 2DP-E7641-00,GENUINE PARTS,5,,,200,,,,171
YAMAHA GENUINE OIL SEAL AEROX BG3-E7641-00,GENUINE PARTS,5,,,200,,,,172
HONDA GENUINE MAGNETO OIL SEAL (20-8X32X6) CLICK 125,GENUINE PARTS,5,,,200,,,,173
HONDA GENUINE PULLEY NUT CLICK,GENUINE PARTS,4,,,200,,,,174
HONDA GENUINE BELL NUT CLICK,GENUINE PARTS,5,,,200,,,,175
YAMAHA GENUINE PULLEY NUT MIO SPORTY,GENUINE PARTS,5,,,200,,,,176
YAMAHA GENUINE PULLEY NUT M3,GENUINE PARTS,5,,,200,,,,177
YAMAHA GENUINE BELL NUT MIO SPORTY,GENUINE PARTS,5,,,200,,,,178
FORK OIL SEAL YAMAHA FZ ,GENUINE PARTS,5,,,200,,,,179
HONDA GENUINE TORQUE DRIVE OIL SEAL CLICK,GENUINE PARTS,4,,,200,,,,180
YAMAHA GENUINE TORQUE DRIVE OIL SEAL AEROX,GENUINE PARTS,3,,,200,,,,181
YAMAHA GENUINE TORQUE DRIVE OIL SEAL M3,GENUINE PARTS,5,,,200,,,,182
HONDA GENUINE TAPET ORING WAVE 125,GENUINE PARTS,10,,,150,,,,183
YAMAHA GENUINE FUEL PUMP ORING,GENUINE PARTS,5,,,150,,,,184
HONDA GENUINE AXLE SHAFT OIL SEAL CLICK,GENUINE PARTS,3,,,150,,,,185
YAMAHA GENUINE BACK PLATE COVER PULLEY,GENUINE PARTS,4,,,,,,,186
YAMAHA GENUINE HALFSHELL TORQUE - B6H-E7670-00,GENUINE PARTS,2,,,,,,,187
YAMAHA GENUINE HALFSHELL TORQUE - 2SX-E7670-00,GENUINE PARTS,2,,,,,,,188
HONDA GENUINE FUEL PUMP ORING,GENUINE PARTS,7,,,150,,,,189
YAMAHA GENUINE BASE GASKET 2PH-E1351-00,GENUINE PARTS,6,,,220,,,,190
CYLINDER HEAD JVT SUPER HEAD NMAX AEROX 26/23 MM,ENGINE PERFORMANCE,1,,,24500,,,,191
CYLINDER BLOCK JVT BLOCK NMAX/AEROX 66MM,ENGINE PERFORMANCE,3,,,8800,,,,192
CYLINDER BLOCK JVT BLOCK NMAX/AEROX 63MM,ENGINE PERFORMANCE,8,,,7800,,,,193
CYLINDER BLOCK JVT BLOCK M3 59MM CB,ENGINE PERFORMANCE,14,,,5400,,,,194
CYLINDER BLOCK JVT BLOCK M3 59MM 3B,ENGINE PERFORMANCE,3,,,4100,,,,195
CYLINDER BLOCK JVT BLOCK MIO 59MM,ENGINE PERFORMANCE,2,,,5400,,,,196
CYLINDER BLOCK JVT BLOCK RF1 62MM CB,ENGINE PERFORMANCE,1,,,6200,,,,197
JVT CAMSHAFT MIO J20,ENGINE PERFORMANCE,2,,,2500,,,,198
TSMP HEAD COVER BLACK,ENGINE PERFORMANCE,2,,,6500,,,,199
TSMP HEAD COVER SILVER,ENGINE PERFORMANCE,2,,,6500,,,,200
TSMP NMAX/AEROX BLOCK 63MM,ENGINE PERFORMANCE,11,,,7000,,,,201
TSMP NMAX/AEROX BLOCK 66MM,ENGINE PERFORMANCE,0,,,8000,,,,202
TSMP NMAX/AEROX BLOCK 66MM LONG SLEEVE,ENGINE PERFORMANCE,2,,,8200,,,,203
TSMP MIO BLOCK 63MM,ENGINE PERFORMANCE,6,,,,,,,204
TSMP CRANKSHAFT +4 NMAX V1,ENGINE PERFORMANCE,1,,,11800,,,,205
TSMP THROTTLE BODY NMAX V2 32MM,ENGINE PERFORMANCE,2,,,3950,,,,206
TSMP THROTTLE BODY NMAX V2 34MM,ENGINE PERFORMANCE,5,,,3950,,,,207
TSMP THROTTLE BODY NMAX V2 36MM,ENGINE PERFORMANCE,2,,,3950,,,,208
TSMP THROTTLE BODY NMAX V2 38MM,ENGINE PERFORMANCE,0,,,3950,,,,209
TSMP THROTTLE BODY NMAX V2 40MM,ENGINE PERFORMANCE,2,,,3950,,,,210
TSMP THROTTLE BODY NMAX V1 32MM,ENGINE PERFORMANCE,1,,,3950,,,,211
TSMP THROTTLE BODY AEROX V1 32MM,ENGINE PERFORMANCE,0,,,3950,,,,212
TSMP THROTTLE BODY AEROX V1 34MM,ENGINE PERFORMANCE,0,,,3950,,,,213
TSMP FUEL INJECTOR 130CC YAMAHA,ENGINE PERFORMANCE,0,,,1400,,,,214
TSMP FUEL INJECTOR 140CC YAMAHA,ENGINE PERFORMANCE,0,,,1400,,,,215
TSMP FUEL INJECTOR 145CC YAMAHA,ENGINE PERFORMANCE,0,,,1400,,,,216
TSMP FUEL INJECTOR 150CC YAMAHA,ENGINE PERFORMANCE,1,,,1400,,,,217
TSMP FUEL INJECTOR 160CC YAMAHA,ENGINE PERFORMANCE,2,,,1400,,,,218
TSMP FUEL INJECTOR 170CC YAMAHA,ENGINE PERFORMANCE,0,,,1400,,,,219
TSMP FUEL INJECTOR 180CC YAMAHA,ENGINE PERFORMANCE,3,,,1400,,,,220
TSMP FUEL INJECTOR 300CC YAMAHA,ENGINE PERFORMANCE,2,,,1800,,,,221
MTRT NMAX/AEROX BLOCK 63.5MM,ENGINE PERFORMANCE,5,,,6800,,,,222
MTRT NMAX/AEROX BLOCK 66 MM,ENGINE PERFORMANCE,2,,,7800,,,,223
MTRT HEAD NMAX 20/23,ENGINE PERFORMANCE,1,,,14500,,,,224
MTRT HEAD NMAX 24/20,ENGINE PERFORMANCE,1,,,14500,,,,225
MTRT HEAD NMAX 25/21,ENGINE PERFORMANCE,1,,,14500,,,,226
MTRT HEAD NMAX 19/21,ENGINE PERFORMANCE,1,,,11500,,,,227
MTRT HEAD MIO 30.5/25,ENGINE PERFORMANCE,1,,,6500,,,,228
MTRT HEAD MIO 29.5/25,ENGINE PERFORMANCE,1,,,6000,,,,229
MTRT THROTTLE BODY M3 28MM,ENGINE PERFORMANCE,1,,,3400,,,,230
MTRT THROTTLE BODY M3 32MM,ENGINE PERFORMANCE,0,,,3400,,,,231
MTRT THROTTLE BODY M3 34MM,ENGINE PERFORMANCE,0,,,3400,,,,232
MTRT THROTTLE BODY SNIPER 34MM,ENGINE PERFORMANCE,0,,,3700,,,,233
MTRT THROTTLE BODY SNIPER 36MM,ENGINE PERFORMANCE,3,,,3700,,,,234
MTRT FUEL INJECTOR 130CC YAMAHA,ENGINE PERFORMANCE,0,,,1400,,,,235
MTRT FUEL INJECTOR 140CC YAMAHA,ENGINE PERFORMANCE,0,,,1400,,,,236
MTRT FUEL INJECTOR 145CC YAMAHA,ENGINE PERFORMANCE,0,,,1400,,,,237
MTRT FUEL INJECTOR 150CC YAMAHA,ENGINE PERFORMANCE,4,,,1400,,,,238
MTRT FUEL INJECTOR 160CC YAMAHA,ENGINE PERFORMANCE,2,,,1400,,,,239
MTRT FUEL INJECTOR 170CC YAMAHA,ENGINE PERFORMANCE,0,,,1400,,,,240
MTRT FUEL INJECTOR 180CC YAMAHA,ENGINE PERFORMANCE,1,,,1400,,,,241
MTRT FUEL INJECTOR 190CC YAMAHA,ENGINE PERFORMANCE,3,,,1400,,,,242
MTRT FUEL INJECTOR 200CC YAMAHA,ENGINE PERFORMANCE,2,,,1500,,,,243
MTRT FUEL INJECTOR 210CC YAMAHA,ENGINE PERFORMANCE,1,,,1500,,,,244
MTRT FUEL INJECTOR 220CC YAMAHA,ENGINE PERFORMANCE,0,,,1500,,,,245
MTRT FUEL INJECTOR 240CC YAMAHA,ENGINE PERFORMANCE,0,,,1500,,,,246
MTRT FUEL INJECTOR 135CC HONDA,ENGINE PERFORMANCE,10,,,1400,,,,247
MTRT FUEL INJECTOR 140CC HONDA,ENGINE PERFORMANCE,0,,,1400,,,,248
MTRT FUEL INJECTOR 145CC HONDA,ENGINE PERFORMANCE,10,,,1400,,,,249
MTRT FUEL INJECTOR 150CC HONDA,ENGINE PERFORMANCE,10,,,1400,,,,250
MTRT FUEL INJECTOR 160CC HONDA,ENGINE PERFORMANCE,10,,,1400,,,,251
MTRT FUEL INJECTOR 170CC HONDA,ENGINE PERFORMANCE,0,,,1400,,,,252
MTRT FUEL INJECTOR 180CC HONDA,ENGINE PERFORMANCE,0,,,1400,,,,253
MTRT FUEL INJECTOR 190CC HONDA,ENGINE PERFORMANCE,0,,,1400,,,,254
MTRT FUEL INJECTOR 200CC HONDA,ENGINE PERFORMANCE,0,,,1500,,,,255
MTRT FUEL INJECTOR 210CC HONDA,ENGINE PERFORMANCE,0,,,1500,,,,256
MTRT FUEL INJECTOR 220CC HONDA,ENGINE PERFORMANCE,0,,,1500,,,,257
MTRT FUEL INJECTOR 240CC HONDA,ENGINE PERFORMANCE,0,,,1500,,,,258
TRF CRANKSHAFT +3,ENGINE PERFORMANCE,0,,,11800,,,,259
TRF CRANKSHAFT +4,ENGINE PERFORMANCE,0,,,12200,,,,260
TRF CRANKSHAFT +6,ENGINE PERFORMANCE,0,,,12500,,,,261
TRF CRANKSHAFT +9,ENGINE PERFORMANCE,0,,,12500,,,,262
TRF CRANKSHAFT +12,ENGINE PERFORMANCE,0,,,13500,,,,263
YOLAC CAMSHAFT NMAX V1,ENGINE PERFORMANCE,1,,,3000,,,,264
